id,description,neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,description_clean,desc_word_count,log_price,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price_norm,geo_cluster
29924753,"Entire floor available with separate entrance. Bedroom has a king bed and a full bed, with access to a private bathroom and kitchen<br /><br />Free dedicated parking spot.<br /><br />10 min. walk away from Balboa Park Bart Station, 5 min. away from multiple MUNI lines, and 25 min. away from Union Square.<br /><br />Private amenities include a mini fridge, microwave, coffee maker, and kettle. Shared washer and dryer also available.",Outer Mission,37.71586,-122.44468,Entire home/apt,4,178,4.89,t,15,245,25,entire floor available with separate entrance bedroom has a king bed and a full bed with access to a private bathroom and kitchen  free dedicated parking spot  10 min walk away from balboa park bart station 5 min away from multiple muni lines and 25 min away from union square  private amenities include a mini fridge microwave coffee maker and kettle shared washer and dryer also available,67,4.74493212836325,0.25,0.25,0.5,0.2973495232060758,12
29928078,"Feel refreshed and relaxed in a light-filled home decorated with a palette of blues and whites. A smart mid-century vibe combined with homey comforts including a gourmet Wolf stove and a gas fireplace for those cool San Francisco nights.<br /><br />Our house is on a quiet street, yet is a 15-minute walk to 3 bustling neighborhoods: Castro, Haight-Ashbury, and Cole Valley. Being in the geographic center of the city, it's close to buses and Metro rail, which connect to the city's transit system.",Castro/Upper Market,37.76378,-122.44128,Entire home/apt,5,37,4.95,f,3,3,37,feel refreshed and relaxed in a lightfilled home decorated with a palette of blues and whites a smart midcentury vibe combined with homey comforts including a gourmet wolf stove and a gas fireplace for those cool san francisco nights  our house is on a quiet street yet is a 15minute walk to 3 bustling neighborhoods castro haightashbury and cole valley being in the geographic center of the city its close to buses and metro rail which connect to the citys transit system,82,6.20455776256869,0.6,0.4,0.6,0.6123956546863105,21
29963453,"Close to Union Square, Nob Hill, Chinatown, and the cable car, this hotel suite offers a quintessential San Francisco experience. Your room at the Worldmark San Francisco is well equipped for exploring the city with a queen size bed in a separate bedroom, full bathroom, and mini-fridge to store leftovers.",Financial District,37.79008,-122.40597,Entire home/apt,3,6,4.83,t,0,4,21,close to union square nob hill chinatown and the cable car this hotel suite offers a quintessential san francisco experience your room at the worldmark san francisco is well equipped for exploring the city with a queen size bed in a separate bedroom full bathroom and minifridge to store leftovers,50,4.605170185988092,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.26718325437548895,4
29964346,"Enter a bright and spacious 5-bedroom, 3-bath mid-century modern home featuring oak floors, wide windows, and a wood-burning fireplace. A fully equipped kitchen with granite counters and high-end appliances opens to a comfortable family room. Includes a washer/dryer, 2-car garage, and high BTU furnace. Situated near West Portal, UCSF, and 9th & Irving, with easy access to Muni—ideal for families or groups seeking comfort, style, and city exploration.",Inner Sunset,37.7537,-122.45755,Entire home/apt,10,8,4.75,t,0,147,49,enter a bright and spacious 5bedroom 3bath midcentury modern home featuring oak floors wide windows and a woodburning fireplace a fully equipped kitchen with granite counters and highend appliances opens to a comfortable family room includes a washerdryer 2car garage and high btu furnace situated near west portal ucsf and 9th  irving with easy access to muniideal for families or groups seeking comfort style and city exploration,67,5.849324779946859,0.5,0.3,0.5,0.5357220376118097,21
29990041,"Welcome to our charming home in the beautiful neighborhood of Pacific Heights in San Francisco!<br /><br />Nestled in the heart of one of the city's most desirable areas, our home offers a perfect blend of comfort, convenience, and elegance. Whether you're a solo traveler, a couple seeking a romantic getaway, or a small family exploring the wonders of San Francisco, we have created a space that will make you feel right at home.",Pacific Heights,37.791873931884766,-122.4240493774414,Entire home/apt,7,45,4.91,t,7,320,52,welcome to our charming home in the beautiful neighborhood of pacific heights in san francisco  nestled in the heart of one of the citys most desirable areas our home offers a perfect blend of comfort convenience and elegance whether youre a solo traveler a couple seeking a romantic getaway or a small family exploring the wonders of san francisco we have created a space that will make you feel right at home,72,6.396929655216146,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.6539172744522607,10
30042211,"Stay in a full-floor guest suite that’s part of our home in sunny Potrero Hill, minutes away from Mission and SOMA, 12 mins from the airport, and close to both freeways<br />Relax in our backyard which has lovely lemon and magnolia trees - a rarity in SF and a true oasis<br />Sleep on a plush memory foam mattress + a sofa that can be converted to a queen-sized bed (also with a memory foam mattress)<br />Enjoy the wonderful snacks, teas, coffee, and drinks + Netflix on the TV!<br />No list of TODOs upon checkout!",Potrero Hill,37.75681,-122.40064,Entire home/apt,4,524,4.8,t,10,272,56,stay in a fullfloor guest suite thats part of our home in sunny potrero hill minutes away from mission and soma 12 mins from the airport and close to both freeways relax in our backyard which has lovely lemon and magnolia trees  a rarity in sf and a true oasis sleep on a plush memory foam mattress  a sofa that can be converted to a queensized bed also with a memory foam mattress enjoy the wonderful snacks teas coffee and drinks  netflix on the tv no list of todos upon checkout,91,5.081404364984463,0.25,0.25,0.5,0.36997381399261003,7
30069424,"Located in University Mound of SF<br />It is the lower unit in a single family home within a safe residential area with one garage spot.<br />Bart station: Glen Park ~1 mile<br />Grocery stores: Canyon Market & Grocery Outlet ~1 mile<br />Cafes: Four Barrel Coffee & Breakfast at Tiffanys ~1 mile<br /><br />If your dates are unavailable, you can try our other listings (~2 miles away)!<br />https://www.airbnb.com/rooms/23906508?<br />https://www.airbnb.com/rooms/36303045?<br /><br />First time Airbnb user? Free $55 credit!<br />www.airbnb.com/c/eho92",Excelsior,37.72566,-122.41984,Entire home/apt,4,72,4.76,t,0,170,54,located in university mound of sf it is the lower unit in a single family home within a safe residential area with one garage spot bart station glen park 1 mile grocery stores canyon market  grocery outlet 1 mile cafes four barrel coffee  breakfast at tiffanys 1 mile  if your dates are unavailable you can try our other listings 2 miles away httpswwwairbnbcomrooms23906508 httpswwwairbnbcomrooms36303045  first time airbnb user free 55 credit wwwairbnbcomceho92,72,5.003946305945459,0.75,0.5,0.75,0.3532552381603284,2
30175141,"Welcome to our San Francisco home! Enjoy the best of San Francisco from the center of the city in NoPa (North of The Panhandle). Walk to the famous Haight-Ashbury intersection, to the attractions of Golden Gate Park, to the trendy Divisadero Corridor and to the Painted Ladies of Alamo Square Park.  And the Biking Score is an 88! <br /> <br />Jog through Golden Gate Park to Ocean Beach, walk to dozens of bars and restaurants in the evening, and close out the night with a concert at the Independent before returning to soak in your Jacuzzi tub before bed.",Haight Ashbury,37.775203704833984,-122.44937133789062,Entire home/apt,2,453,4.88,t,9,231,41,welcome to our san francisco home enjoy the best of san francisco from the center of the city in nopa north of the panhandle walk to the famous haightashbury intersection to the attractions of golden gate park to the trendy divisadero corridor and to the painted ladies of alamo square park  and the biking score is an 88    jog through golden gate park to ocean beach walk to dozens of bars and restaurants in the evening and close out the night with a concert at the independent before returning to soak in your jacuzzi tub before bed,97,5.2832037287379885,0.0,0.5,0.5,0.4135302625749406,24
30318695,"Studio suite with a private entrance located in the Parkside/Upper Sunset area of San Francisco. Studio suite is attached to an occupied family home. Close to restaurants and shops in the West Portal area. Stern Grove Park in walking distance. Ocean Beach, Golden Gate Park, and San Francisco Zoo all within one mile. Transportation on Muni or the street car to anywhere in the city just one block away. Parking in the neighborhood is easy with 24 hour street parking down the street.",Parkside,37.74084,-122.47612,Entire home/apt,2,493,4.96,t,0,173,34,studio suite with a private entrance located in the parksideupper sunset area of san francisco studio suite is attached to an occupied family home close to restaurants and shops in the west portal area stern grove park in walking distance ocean beach golden gate park and san francisco zoo all within one mile transportation on muni or the street car to anywhere in the city just one block away parking in the neighborhood is easy with 24 hour street parking down the street,83,4.653960350157523,0.5,0.5,0.5,0.27771414127939864,22
30346332,"This place is perfect if you want to relax.  There are 4 rooms with 1 queen bed, 1 full size bed, and 2 twin beds.  There's a large bathroom and a dinning room/living room combo, and a nice back yard for you to enjoy.  Close to bus and bart station. 1 free parking in front of the house.  Plenty of street parking. We do not have pets upstairs.  We have a few fruit trees(help yourself) and BBQ grill to use.",Crocker Amazon,37.71094,-122.43134,Entire home/apt,6,226,4.74,t,21,351,33,this place is perfect if you want to relax  there are 4 rooms with 1 queen bed 1 full size bed and 2 twin beds  theres a large bathroom and a dinning roomliving room combo and a nice back yard for you to enjoy  close to bus and bart station 1 free parking in front of the house  plenty of street parking we do not have pets upstairs  we have a few fruit treeshelp yourself and bbq grill to use,80,4.890349128221754,0.6666666666666666,0.16666666666666666,0.5,0.3287363817150538,12
30351194,"Newly remodeled SHARE HOUSE with a private bathroom in the Sunset District. This home is beautiful and immaculately clean. There are multiple modes of transportation within walking distance. Several nearby restaurants, supermarkets and stores. <br />All guest stay in the house must add to your information to the reservation each additional guest $20for a night <br />The space <br />Supermarket, Restaurants and Muni bus are all walking distance and very convenient<br />check out  the house rule before your booking .",Outer Sunset,37.74931,-122.47838,Private room,3,555,4.92,t,7,328,31,newly remodeled share house with a private bathroom in the sunset district this home is beautiful and immaculately clean there are multiple modes of transportation within walking distance several nearby restaurants supermarkets and stores  all guest stay in the house must add to your information to the reservation each additional guest 20for a night  the space  supermarket restaurants and muni bus are all walking distance and very convenient check out  the house rule before your booking,76,4.23410650459726,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1870927334806345,22
30397747,"Beautifully styled flat/condo (two unit building), one block off Chestnut Street (restaurants/boutiques etc.). <br /><br />Two level flat, 3 sunny bedrooms (Master BR-king, 1BR-queen, 1BR-double)/ 2 baths (1 with tub/shower, Master BR-walk-in shower), master suite looks out to a beautiful, sunny, patio/back yard with a grill, fire pit and fountain (exclusive use of backyard) and attached garage with parking for one car. Unit was furnished with designer furniture, accessories, luxury bedding etc.",Marina,37.80104,-122.42881,Entire home/apt,6,0,0.0,f,2,269,39,beautifully styled flatcondo two unit building one block off chestnut street restaurantsboutiques etc   two level flat 3 sunny bedrooms master brking 1brqueen 1brdouble 2 baths 1 with tubshower master brwalkin shower master suite looks out to a beautiful sunny patioback yard with a grill fire pit and fountain exclusive use of backyard and attached garage with parking for one car unit was furnished with designer furniture accessories luxury bedding etc,70,6.6039438246004725,0.5,0.3333333333333333,0.5,0.6985992885918852,3
30399463,"Once you climb two flights of stairs you enter a quiet oasis in a busy city. At the top of the landing, the bedroom to the left and to the right is the bathroom, eat-in kitchen, living room, laundry room and a private bathroom.<br /><br />Please note: if you have a car, street parking is free but you’ll have to move the car every 2 hours M-F from 8-6. On the weekends, you can leave the car all day.",Mission,37.75137,-122.41012,Private room,2,130,4.89,f,17,243,41,once you climb two flights of stairs you enter a quiet oasis in a busy city at the top of the landing the bedroom to the left and to the right is the bathroom eatin kitchen living room laundry room and a private bathroom  please note if you have a car street parking is free but youll have to move the car every 2 hours mf from 86 on the weekends you can leave the car all day,78,4.653960350157523,0.5,0.5,0.5,0.27771414127939864,20
30505637,"Spend time in an updated San Francisco Edwardian in one of San Francisco's best neighborhoods - The Richmond.  Close proximity to Golden Gate Park, the Presidio, beaches, with easy access to Downtown via Uber/Lyft or Muni.  Great walking location.  <br /><br />Well-appointed 4 bedroom house plus detached gym/office in the sunny backyard.  Bedrooms contain high-end furnishings and guest-dedicated linens and the rest of the house and kitchen and fully equipped.  <br /><br />The house will ensure a great stay in SF.",Inner Richmond,37.78075,-122.47332,Entire home/apt,8,38,5.0,f,0,248,56,spend time in an updated san francisco edwardian in one of san franciscos best neighborhoods  the richmond  close proximity to golden gate park the presidio beaches with easy access to downtown via uberlyft or muni  great walking location    wellappointed 4 bedroom house plus detached gymoffice in the sunny backyard  bedrooms contain highend furnishings and guestdedicated linens and the rest of the house and kitchen and fully equipped    the house will ensure a great stay in sf,76,6.774223886357614,0.5,0.3125,0.5,0.7353525994872544,15
30506989,"Welcome to The Solace Suite at Bayhaus, a quiet, spacious garden-level retreat in a classic San Francisco home. Thoughtfully designed for comfort, this suite offers two plush Queen beds, a renovated private bathroom, and direct access to the backyard garden.  Includes wetbar, high speed wifi, roku smart tv, and twice weekly professional house cleaning.  4 parking spots are first come, first served.",Bayview,37.71992,-122.39248,Private room,2,21,4.76,t,0,331,40,welcome to the solace suite at bayhaus a quiet spacious gardenlevel retreat in a classic san francisco home thoughtfully designed for comfort this suite offers two plush queen beds a renovated private bathroom and direct access to the backyard garden  includes wetbar high speed wifi roku smart tv and twice weekly professional house cleaning  4 parking spots are first come first served,62,4.276666119016055,0.5,0.5,1.0,0.19627881624440485,14
30534155,"This Flat makes you feel like you are in San Francisco. Designer finishes and a Granite and Stainless Kitchen. Beautiful Bay Windows and a roof deck overlook the San Francisco Bay. Ghirardelli Square, Fishermans Warf, and Pier 39 are at your door step. A true home.",Russian Hill,37.80491,-122.42271,Entire home/apt,4,254,4.83,t,14,232,34,this flat makes you feel like you are in san francisco designer finishes and a granite and stainless kitchen beautiful bay windows and a roof deck overlook the san francisco bay ghirardelli square fishermans warf and pier 39 are at your door step a true home,46,5.926926025970411,0.5,0.25,0.5,0.5524715189752788,18
30534300,"Fully furnished 2-bedroom, 1-bathroom guest suite in West Portal. Enjoy over 800 sqft of private space with a separate entrance, offering complete privacy.<br /><br />Conveniently located just 1.5 blocks from neighborhood shops and restaurants, Walgreens, coffee shops and bars. <br /><br />Quick access to downtown, Union Square, and Moscone Center. Ample street parking available.",West of Twin Peaks,37.74107,-122.46294,Entire home/apt,4,190,4.92,t,14,249,24,fully furnished 2bedroom 1bathroom guest suite in west portal enjoy over 800 sqft of private space with a separate entrance offering complete privacy  conveniently located just 15 blocks from neighborhood shops and restaurants walgreens coffee shops and bars   quick access to downtown union square and moscone center ample street parking available,51,5.272999558563747,0.5,0.25,0.5,0.41132779074721687,19
30687431,"The hose is next to the Corner The Ritz-Carlton Hotel <br /><br />This exquisite home was built in 1913. It is located in a top affluent area of downtown, adjacent to Nob Hill. This rare townhouse style home has four levels of grandeur; this room is on the penthouse (4th floor). The room features a top notch Q bed set by Hotel Collection along with your walk out balcony and a private bathroom.<br /><br />Sleep 2 people<br />After one guest, Each additional guest is $30 for a night",Chinatown,37.79199,-122.40664,Private room,3,624,4.93,t,1,306,37,the hose is next to the corner the ritzcarlton hotel   this exquisite home was built in 1913 it is located in a top affluent area of downtown adjacent to nob hill this rare townhouse style home has four levels of grandeur this room is on the penthouse 4th floor the room features a top notch q bed set by hotel collection along with your walk out balcony and a private bathroom  sleep 2 people after one guest each additional guest is 30 for a night,85,4.6913478822291435,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857838798950602,4
30696168,"Welcome to The Nomad Suite, your private retreat in the sunny southeast of San Francisco, where you’ll enjoy the city’s warmest, clearest days. Designed for tech interns, travel nurses, and professionals relocating to SF, this spacious suite features a private deck w hammock, work desk,  massive walk-in closet, wet bar, and a spa-like ensuite with a soaking tub. Enjoy shared access to a full kitchen, backyard, washer/dryer, parking, and twice-weekly professional cleaning of common areas.",Bayview,37.71976,-122.39399,Private room,2,29,4.76,t,0,239,42,welcome to the nomad suite your private retreat in the sunny southeast of san francisco where youll enjoy the citys warmest clearest days designed for tech interns travel nurses and professionals relocating to sf this spacious suite features a private deck w hammock work desk  massive walkin closet wet bar and a spalike ensuite with a soaking tub enjoy shared access to a full kitchen backyard washerdryer parking and twiceweekly professional cleaning of common areas,75,4.356708826689592,0.5,0.5,0.5,0.21355526358460117,14
30701028,"Slumber soundly in a large room filled with touches of Africa and Asia, with en suite rain shower. High-end furnishings are also in the communal areas across 2floors, one with spectacular views of the city, and shared kitchen.<br />• SuperHosts for 7 years<br />• AirbnbPlus Collection<br />• Newly refurbished <br />• Top end furnishings<br />• Work table<br />• Self-service breakfast<br />• Free street parking<br />• Peace and quiet<br />• Walk Score 88 <br />• Transit Score 76<br />• House is shared<br />• Left luggage facility<br />• Near Mission, Airbnb HQ",Mission,37.76214,-122.40566,Private room,2,288,4.98,t,5,27,52,slumber soundly in a large room filled with touches of africa and asia with en suite rain shower highend furnishings are also in the communal areas across 2floors one with spectacular views of the city and shared kitchen  superhosts for 7 years  airbnbplus collection  newly refurbished   top end furnishings  work table  selfservice breakfast  free street parking  peace and quiet  walk score 88   transit score 76  house is shared  left luggage facility  near mission airbnb hq,75,4.634728988229636,0.5,0.5,0.5,0.2735632370773254,7
30713011,"Due to the coronavirus, we’re taking extra care to disinfect frequently touched surfaces between reservations. Located at the base of Russian Hill, this newly constructed spacious 1 bedroom, 1.5 bath with a sunny patio is a great base for exploring San Francisco. <br /> <br />Excellent location and easy access to all public transportation and the path leading to the Golden Gate Bridge. Excellent rooftop views of the Blue Angels. Unit includes free bike rental!",Russian Hill,37.80547,-122.42124,Entire home/apt,2,49,4.98,t,0,246,49,due to the coronavirus were taking extra care to disinfect frequently touched surfaces between reservations located at the base of russian hill this newly constructed spacious 1 bedroom 15 bath with a sunny patio is a great base for exploring san francisco    excellent location and easy access to all public transportation and the path leading to the golden gate bridge excellent rooftop views of the blue angels unit includes free bike rental,72,6.551080335043404,0.5,0.75,1.0,0.6871892136444374,18
30713782,"Beautiful, private, and comfortable sunny single room. A place to come and relax after a busy, long day.  It is elegant, spacious with a comfortable queen bed, soft cotton linens, plenty closet space, working desk, and small refrigerator. The bathroom is impeccably clean and airy, with a large window overlooking east.  The room is located on a third floor in a Victorian house.  Free WIFI. Keyless door locks for easy check-in and check-out.  No kitchen access.",Potrero Hill,37.75928,-122.39145,Private room,1,75,4.92,t,6,150,36,beautiful private and comfortable sunny single room a place to come and relax after a busy long day  it is elegant spacious with a comfortable queen bed soft cotton linens plenty closet space working desk and small refrigerator the bathroom is impeccably clean and airy with a large window overlooking east  the room is located on a third floor in a victorian house  free wifi keyless door locks for easy checkin and checkout  no kitchen access,76,4.605170185988092,1.0,1.0,1.0,0.26718325437548895,7
30745601,"Just 15 minutes from downtown SF and the SFO airport, this cozy, spacious 1 bedroom apt is the ultimate way to enjoy San Francisco.  In Potrero Hill, the sunniest part of SF, the sidewalk level 1 bedroom has modern furnishings and its own private entrance, living room, kitchen, bedroom and bath. Walking distance to bus lines, it is a peaceful and relaxing getaway from the bustling city.  A booklet is provided on recommendations on restaurants, places to visit,  activities, and transportation!",Potrero Hill,37.76053,-122.39495,Entire home/apt,2,83,4.87,t,2,314,29,just 15 minutes from downtown sf and the sfo airport this cozy spacious 1 bedroom apt is the ultimate way to enjoy san francisco  in potrero hill the sunniest part of sf the sidewalk level 1 bedroom has modern furnishings and its own private entrance living room kitchen bedroom and bath walking distance to bus lines it is a peaceful and relaxing getaway from the bustling city  a booklet is provided on recommendations on restaurants places to visit  activities and transportation,81,5.247024072160486,0.5,0.5,0.5,0.4057212322483183,7
30774802,"Modern, high-end remodeled entire guest house in law in the warmest neighborhood in San Francisco city.  Few minutes get attractions medical/schools.  Bedroom C will be available on 8/26/2025<br />With very low rate you can peremptorily own your comforting place.  High ceiling; comfortable living. Kitchen-stove, microwave, refrigerator.  Easy free street parking.  Very safe residential neighborhood. Amenity limitation Laundry and washer, fee$8. Please email me confirm room availability-booking.",Excelsior,37.72682,-122.42159,Private room,1,52,4.87,t,12,334,45,modern highend remodeled entire guest house in law in the warmest neighborhood in san francisco city  few minutes get attractions medicalschools  bedroom c will be available on 8262025 with very low rate you can peremptorily own your comforting place  high ceiling comfortable living kitchenstove microwave refrigerator  easy free street parking  very safe residential neighborhood amenity limitation laundry and washer fee8 please email me confirm room availabilitybooking,66,3.828641396489095,1.0,2.0,1.0,0.09957699604346013,2
30801201,"★ 2 beds. 1 brand new Queen-Size Bed in the bedroom and a very comfortable queen-size Aero bed in the living room.   <br />★Modern Renovated Apartment <br />★ Walk Score 91 (Walker’s Paradise)<br />★Walkout balcony from the room.<br />★ 5 blocks from Golden Gate Park, largest park in SF<br />★ 30 minutes drive to downtown (Financial District)<br />★ Close to restaurants and grocery stores<br />★ Extremely Safe Neighborhood but full of life.<br />★ WiFi Fast",Inner Richmond,37.78397,-122.46476,Entire home/apt,4,130,4.96,t,0,9,51,2 beds 1 brand new queensize bed in the bedroom and a very comfortable queensize aero bed in the living room    modern renovated apartment   walk score 91 walkers paradise walkout balcony from the room  5 blocks from golden gate park largest park in sf  30 minutes drive to downtown financial district  close to restaurants and grocery stores  extremely safe neighborhood but full of life  wifi fast,66,5.986452005284438,0.25,0.25,0.25,0.5653196281520304,15
30816842,"Take in garden and neighborhood views while resting on an amazingly heavenly bed in this bright and sunny bedroom. It comes with en suite rain shower, while the 2 shared living areas include DirecTV. One shared kitchen and dining room with spectacular views of the city.<br />• SuperHosts for 7 years<br />• AirbnbPlus Collection<br />• Top end furnishings<br />• Work table<br />• Self-service breakfast<br />• Free street parking<br />• Walk Score 88 <br />• Transit Score 76<br />• House is shared<br />• Left luggage facility<br />• Near UCSF,AirbnbHQ",Potrero Hill,37.76258,-122.4042,Private room,2,266,4.97,t,0,19,53,take in garden and neighborhood views while resting on an amazingly heavenly bed in this bright and sunny bedroom it comes with en suite rain shower while the 2 shared living areas include directv one shared kitchen and dining room with spectacular views of the city  superhosts for 7 years  airbnbplus collection  top end furnishings  work table  selfservice breakfast  free street parking  walk score 88   transit score 76  house is shared  left luggage facility  near ucsfairbnbhq,76,4.663439094112067,0.5,0.5,0.5,0.2797600368461727,7
30817227,"Newly refurbished modern room with private bathroom, workspace, shared kitchen & 2 living rooms.<br /><br />★ ""Amazing place, views, proximity, and just pleasant vibe.""<br /><br />☞ Walk Score 87 (Walk to cafes, dining, shopping etc.)<br />☞ Private bathroom w/ rain shower<br />☞ Dedicated workspace + 1 GIG wifi<br />☞ Fully equipped + stocked kitchen<br />☞ Extremely safe neighborhood<br />☞ Onsite washer + dryer*<br />☞ Self-service breakfast<br />☞ Free street parking<br /><br />10 mins → DT San Francisco<br />20 mins → San Francisco International Airport ✈",Potrero Hill,37.76163,-122.4045,Private room,2,218,4.92,t,4,27,50,newly refurbished modern room with private bathroom workspace shared kitchen  2 living rooms   amazing place views proximity and just pleasant vibe   walk score 87 walk to cafes dining shopping etc  private bathroom w rain shower  dedicated workspace  1 gig wifi  fully equipped  stocked kitchen  extremely safe neighborhood  onsite washer  dryer  selfservice breakfast  free street parking  10 mins  dt san francisco 20 mins  san francisco international airport,66,4.605170185988092,0.5,0.5,0.5,0.26718325437548895,7
30851994,"One  bedroom attic apartment filled with light, color and paintings.  Great views of San Francisco to the south and west. Conveniently located in the southeast part of the city making it close to other cool neighborhoods the Mission, Downtown, SOMA, Dogpatch and  Mission Bay. Easy street parking.",Potrero Hill,37.75612,-122.40199,Entire home/apt,2,136,4.96,t,1,60,37,one  bedroom attic apartment filled with light color and paintings  great views of san francisco to the south and west conveniently located in the southeast part of the city making it close to other cool neighborhoods the mission downtown soma dogpatch and  mission bay easy street parking,47,5.501258210544727,0.5,0.5,0.5,0.46059522179137435,7
30881800,Warm quiet home after a day of touring. Corona Virus prophylactics in place. No unvaccinated guests. Please bring proof of vaccination.,West of Twin Peaks,37.73294,-122.45706,Private room,1,20,4.85,f,29,89,19,warm quiet home after a day of touring corona virus prophylactics in place no unvaccinated guests please bring proof of vaccination,21,4.382026634673881,1.0,1.0,1.0,0.21901986853267183,19
30906103,"A spacious 1 bedroom apartment in heart of popular NOPA neighborhood.  Easy access to anywhere in the city with 3 bus lines 1 block.<br />Fabulous restaurants, coffee shops, grocery, convenience stores.  Walk score 91.  Full kitchen with counter bar and large living room.",Western Addition,37.77922,-122.44023,Entire home/apt,2,5,4.6,t,0,243,37,a spacious 1 bedroom apartment in heart of popular nopa neighborhood  easy access to anywhere in the city with 3 bus lines 1 block fabulous restaurants coffee shops grocery convenience stores  walk score 91  full kitchen with counter bar and large living room,43,4.6443908991413725,0.5,0.5,0.5,0.27564866746722555,24
30913192,"Newly remodeled home located in the center of San Francisco’s popular Sunset District & adjacent to 2 of the district’s trendiest areas. Multiple transportation opportunities to locations & attractions throughout the city, including Golden Gate Bridge & Downtown San Francisco. Modern private bedroom with shared bathroom.<br />* 24 hours free street parking.<br />* Please be aware you share the house with other Airbnb guests. <br />Please read the House Rules before you book the room. <br /><br /><br />* You share this room with other homestay guests.",Outer Sunset,37.74756,-122.48026,Private room,2,22,4.73,t,0,303,18,newly remodeled home located in the center of san franciscos popular sunset district  adjacent to 2 of the districts trendiest areas multiple transportation opportunities to locations  attractions throughout the city including golden gate bridge  downtown san francisco modern private bedroom with shared bathroom  24 hours free street parking  please be aware you share the house with other airbnb guests  please read the house rules before you book the room     you share this room with other homestay guests,77,3.912023005428146,0.5,0.5,0.5,0.11757411305569014,22
30913576,"Newly remodeled home located in the center of San Francisco’s popular Sunset District & adjacent to 2 of the district’s trendiest areas. Multiple transportation opportunities to locations & attractions throughout the city, including Golden Gate Bridge & Downtown San Francisco. Modern private bedroom with shared bathroom.<br />* 24 hours free street parking.<br />* Please be aware you share the house with other Airbnb guests. <br />Please read the House Rules before you book the room. <br /><br /><br />* You share this room with other homestay guests.",Outer Sunset,37.74813,-122.48002,Private room,2,10,4.6,t,17,352,18,newly remodeled home located in the center of san franciscos popular sunset district  adjacent to 2 of the districts trendiest areas multiple transportation opportunities to locations  attractions throughout the city including golden gate bridge  downtown san francisco modern private bedroom with shared bathroom  24 hours free street parking  please be aware you share the house with other airbnb guests  please read the house rules before you book the room     you share this room with other homestay guests,77,4.007333185232471,0.5,0.5,0.5,0.13814589717236453,22
30913907,"Guests from room B would need to obtain consent from Guest from room A every time they enter the room<br />Shared a room A modern bedroom have queen size beds with one share bathroom.another room,guest need to enter and exit form room A The shared room is on the ground floor. Shared kitchen on 2nd floor.<br />* 24 hours free street parking.<br />* Please be aware you shared the house with other Airbnb guests. <br />*Please read the House Rules before you book the room.  <br />这个房间和厕所在一楼，每个房间有一张双人床去B房间要经过A房间",Outer Sunset,37.74882,-122.48012,Shared room,2,17,5.0,t,0,213,16,guests from room b would need to obtain consent from guest from room a every time they enter the room shared a room a modern bedroom have queen size beds with one share bathroomanother roomguest need to enter and exit form room a the shared room is on the ground floor shared kitchen on 2nd floor  24 hours free street parking  please be aware you shared the house with other airbnb guests  please read the house rules before you book the room   ba,83,3.6109179126442243,0.5,0.5,0.5,0.05258347954834522,22
31017581,"Corona Virus prophylactics in place if you have to travel.  My home is in residential single family home neighborhood. It is considered very old school, liberal,  parochial and racially mixed. It is quiet here, and a short bus or taxi to the happening spots. It has the easiest and most ample street parking in San Francisco.",West of Twin Peaks,37.73389,-122.45869,Private room,1,22,4.64,f,30,90,34,corona virus prophylactics in place if you have to travel  my home is in residential single family home neighborhood it is considered very old school liberal  parochial and racially mixed it is quiet here and a short bus or taxi to the happening spots it has the easiest and most ample street parking in san francisco,56,4.59511985013459,1.0,1.0,1.0,0.2650139862038961,19
31072911,"This 2-level light-filled fully detached home features breathtaking view from all living spaces, open floor plan with vaulted ceiling, and high level of comfort. It's also recently chosen as a film scene starring the Hollywood superstar Channing Tatum. Wake up with twin peaks valley at your feet, sip a Napa red wine by the fireplace, or chill on the sunlight-filled deck, you can have the opportunity to enjoy this city oasis beauty even before the movie hits the screen.",Inner Sunset,37.7571,-122.45507,Entire home/apt,6,34,4.91,t,17,104,63,this 2level lightfilled fully detached home features breathtaking view from all living spaces open floor plan with vaulted ceiling and high level of comfort its also recently chosen as a film scene starring the hollywood superstar channing tatum wake up with twin peaks valley at your feet sip a napa red wine by the fireplace or chill on the sunlightfilled deck you can have the opportunity to enjoy this city oasis beauty even before the movie hits the screen,79,6.802394763324311,0.5,0.3333333333333333,0.6666666666666666,0.741433011889435,21
